Date,zone_id,slot,ride_count,prev_slot_demand,prev_day_demand,prev_week_demand,zone_slot_expanding_avg,zone_slot_roll7,zone_expanding_avg,date,weekday,weekday_encoded,month,day,week_of_year,is_weekend,hour_start,slot_label,slot_name,is_holiday,holiday_name,weather_indicator,temp,humidity,precip,precipprob,windspeed,heat_index,temp_range,zone_lat,zone_lon,zone_name,n_locations,demand_ratio,Demand_Category
2024-01-01,1,4,4,7,0,0,0.0,0.0,4.5,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.0,Medium
2024-01-01,1,5,7,4,0,0,0.0,0.0,4.4,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.0,High
2024-01-01,2,0,4,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.0,Medium
2024-01-01,2,1,17,4,0,0,0.0,0.0,4.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.0,High
2024-01-01,2,2,23,17,0,0,0.0,0.0,10.5,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.0,High
2024-01-01,2,3,17,23,0,0,0.0,0.0,14.666666666666666,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.0,High
2024-01-01,2,4,34,17,0,0,0.0,0.0,15.25,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.0,High
2024-01-01,2,5,29,34,0,0,0.0,0.0,19.0,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.0,High
2024-01-01,3,0,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,Low
2024-01-01,3,1,6,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,Medium
2024-01-01,3,2,7,6,0,0,0.0,0.0,3.0,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,High
2024-01-01,3,3,2,7,0,0,0.0,0.0,4.333333333333333,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,Medium
2024-01-01,3,4,5,2,0,0,0.0,0.0,3.75,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,Medium
2024-01-01,3,5,4,5,0,0,0.0,0.0,4.0,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,Medium
2024-01-01,4,0,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.0,Low
2024-01-01,4,1,9,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.0,High
2024-01-01,4,2,9,9,0,0,0.0,0.0,4.5,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.0,High
2024-01-01,4,3,7,9,0,0,0.0,0.0,6.0,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.0,High
2024-01-01,4,4,10,7,0,0,0.0,0.0,6.25,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.0,High
2024-01-01,4,5,6,10,0,0,0.0,0.0,7.0,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.0,Medium
2024-01-01,5,0,1,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0,Low
2024-01-01,5,1,2,1,0,0,0.0,0.0,1.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0,Medium
2024-01-01,5,2,5,2,0,0,0.0,0.0,1.5,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0,Medium
2024-01-01,5,3,1,5,0,0,0.0,0.0,2.6666666666666665,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0,Low
2024-01-01,5,4,4,1,0,0,0.0,0.0,2.25,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0,Medium
2024-01-01,5,5,0,4,0,0,0.0,0.0,2.6,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0,Low
2024-01-01,6,0,4,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.0,Medium
2024-01-01,6,1,10,4,0,0,0.0,0.0,4.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.0,High
2024-01-01,6,2,16,10,0,0,0.0,0.0,7.0,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.0,High
2024-01-01,6,3,10,16,0,0,0.0,0.0,10.0,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.0,High
2024-01-01,6,4,19,10,0,0,0.0,0.0,10.0,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.0,High
2024-01-01,6,5,13,19,0,0,0.0,0.0,11.8,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.0,High
2024-01-01,7,0,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.0,Low
2024-01-01,7,1,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.0,Low
2024-01-01,7,2,1,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.0,Low
2024-01-01,7,3,2,1,0,0,0.0,0.0,0.3333333333333333,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.0,Medium
2024-01-01,7,4,3,2,0,0,0.0,0.0,0.75,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.0,Medium
2024-01-01,7,5,3,3,0,0,0.0,0.0,1.2,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.0,Medium
2024-01-01,8,0,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.0,Low
2024-01-01,8,1,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.0,Low
2024-01-01,8,2,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.0,Low
2024-01-01,8,3,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.0,Low
2024-01-01,8,4,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.0,Low
2024-01-01,8,5,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.0,Low
2024-01-01,9,0,0,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Low
2024-01-01,9,1,1,0,0,0,0.0,0.0,0.0,2024-01-01,Monday,0,1,1,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Low
2024-01-01,9,2,2,1,0,0,0.0,0.0,0.5,2024-01-01,Monday,0,1,1,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Medium
2024-01-01,9,3,0,2,0,0,0.0,0.0,1.0,2024-01-01,Monday,0,1,1,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Low
2024-01-01,9,4,0,0,0,0,0.0,0.0,0.75,2024-01-01,Monday,0,1,1,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Low
2024-01-01,9,5,0,0,0,0,0.0,0.0,0.6,2024-01-01,Monday,0,1,1,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,12.1,81.7,0.0,0.0,11.2,303.6701381,5.8,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Low
2024-01-02,0,0,2,15,3,0,3.0,3.0,16.5,2024-01-02,Tuesday,1,1,2,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,0.6666666666666666,Medium
2024-01-02,0,1,9,2,2,0,2.0,2.0,14.428571428571429,2024-01-02,Tuesday,1,1,2,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,4.5,High
2024-01-02,0,2,16,9,21,0,21.0,21.0,13.75,2024-01-02,Tuesday,1,1,2,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,0.7619047619047619,High
2024-01-02,0,3,19,16,18,0,18.0,18.0,14.0,2024-01-02,Tuesday,1,1,2,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,1.0555555555555556,High
2024-01-02,0,4,24,19,40,0,40.0,40.0,14.5,2024-01-02,Tuesday,1,1,2,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,0.6,High
2024-01-02,0,5,20,24,15,0,15.0,15.0,15.363636363636363,2024-01-02,Tuesday,1,1,2,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,1.3333333333333333,High
2024-01-02,1,0,0,7,2,0,2.0,2.0,4.833333333333333,2024-01-02,Tuesday,1,1,2,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.45272,77.02158,Zone 1 - Cyber Hub,12,0.0,Low
2024-01-02,1,1,3,0,2,0,2.0,2.0,4.142857142857143,2024-01-02,Tuesday,1,1,2,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.5,Medium
2024-01-02,1,2,4,3,7,0,7.0,7.0,4.0,2024-01-02,Tuesday,1,1,2,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.45272,77.02158,Zone 1 - Cyber Hub,12,0.5714285714285714,Medium
2024-01-02,1,3,7,4,7,0,7.0,7.0,4.0,2024-01-02,Tuesday,1,1,2,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.0,High
2024-01-02,1,4,11,7,4,0,4.0,4.0,4.3,2024-01-02,Tuesday,1,1,2,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.45272,77.02158,Zone 1 - Cyber Hub,12,2.75,High
2024-01-02,1,5,3,11,7,0,7.0,7.0,4.909090909090909,2024-01-02,Tuesday,1,1,2,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.45272,77.02158,Zone 1 - Cyber Hub,12,0.42857142857142855,Medium
2024-01-02,2,0,5,29,4,0,4.0,4.0,20.666666666666668,2024-01-02,Tuesday,1,1,2,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.25,Medium
2024-01-02,2,1,12,5,17,0,17.0,17.0,18.428571428571427,2024-01-02,Tuesday,1,1,2,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.7058823529411765,High
2024-01-02,2,2,17,12,23,0,23.0,23.0,17.625,2024-01-02,Tuesday,1,1,2,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.7391304347826086,High
2024-01-02,2,3,21,17,17,0,17.0,17.0,17.555555555555557,2024-01-02,Tuesday,1,1,2,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.2352941176470589,High
2024-01-02,2,4,37,21,34,0,34.0,34.0,17.9,2024-01-02,Tuesday,1,1,2,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.088235294117647,High
2024-01-02,2,5,22,37,29,0,29.0,29.0,19.636363636363637,2024-01-02,Tuesday,1,1,2,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.7586206896551724,High
2024-01-02,3,0,0,4,0,0,0.0,0.0,4.0,2024-01-02,Tuesday,1,1,2,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,Low
2024-01-02,3,1,1,0,6,0,6.0,6.0,3.4285714285714284,2024-01-02,Tuesday,1,1,2,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.59822,77.0568,Zone 3 - Paschim Vihar,8,0.16666666666666666,Low
2024-01-02,3,2,4,1,7,0,7.0,7.0,3.125,2024-01-02,Tuesday,1,1,2,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.59822,77.0568,Zone 3 - Paschim Vihar,8,0.5714285714285714,Medium
2024-01-02,3,3,3,4,2,0,2.0,2.0,3.2222222222222223,2024-01-02,Tuesday,1,1,2,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.5,Medium
2024-01-02,3,4,7,3,5,0,5.0,5.0,3.2,2024-01-02,Tuesday,1,1,2,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.4,High
2024-01-02,3,5,4,7,4,0,4.0,4.0,3.5454545454545454,2024-01-02,Tuesday,1,1,2,1,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.0,Medium
2024-01-02,4,0,0,6,0,0,0.0,0.0,6.833333333333333,2024-01-02,Tuesday,1,1,2,1,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.0,Low
2024-01-02,4,1,3,0,9,0,9.0,9.0,5.857142857142857,2024-01-02,Tuesday,1,1,2,1,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,0.3333333333333333,Medium
2024-01-02,4,2,5,3,9,0,9.0,9.0,5.5,2024-01-02,Tuesday,1,1,2,1,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,0.5555555555555556,Medium
2024-01-02,4,3,5,5,7,0,7.0,7.0,5.444444444444445,2024-01-02,Tuesday,1,1,2,1,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,0.7142857142857143,Medium
2024-01-02,4,4,9,5,10,0,10.0,10.0,5.4,2024-01-02,Tuesday,1,1,2,1,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,11.2,82.2,0.0,0.0,11.2,311.7059851,7.3,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,0.9,High
